pl_name,hostname,default_flag,soltype,disc_year,discoverymethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_rad,st_mass,st_met,st_meterr1,st_meterr2,st_age,st_logg,sy_dist,pl_refname,st_refname,disc_refname
"Kepler-1456 b","Kepler-1456",1,"Published Confirmed",2016,"Transit",18.13738290000,,,,,1.14000000,0.09000000,-0.15000000,0.10170399,,,,,,,,4231.00,68.40,-85.61,0.620000,0.640000,-0.0900,0.2120,-0.3360,3.7200,4.670000,370.31200000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1457 b","Kepler-1457",1,"Published Confirmed",2016,"Transit",51.11102430000,,,,,1.99000000,0.31000000,-0.20000000,0.17753591,,,,,,,,5866.00,137.28,-119.79,1.010000,1.010000,-0.0500,0.1540,-0.1890,3.7200,4.430000,889.88500000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1458 b","Kepler-1458",1,"Published Confirmed",2016,"Transit",47.98727640000,,,,,2.76000000,0.42000000,-0.21000000,0.24623071,,,,,,,,5653.00,119.66,-136.13,0.940000,0.960000,0.0200,0.1310,-0.1610,4.1700,4.480000,544.45000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-53 b","Kepler-53",1,"Published Confirmed",2012,"Transit",18.64895250000,,,,,2.89000000,,,0.25800000,111.00000000,,,0.34924506,"Mass",,,5858.00,,,0.890000,0.980000,,,,,4.530000,1366.07000000,"<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>","<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>","<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>"
"Kepler-1459 b","Kepler-1459",1,"Published Confirmed",2016,"Transit",62.86916110000,,,,,1.36000000,0.10000000,-0.08000000,0.12133107,,,,,,,,4828.00,42.43,-40.76,0.740000,0.780000,0.0100,0.1500,-0.1610,3.8900,4.610000,455.47900000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1460 b","Kepler-1460",1,"Published Confirmed",2016,"Transit",29.96332470000,,,,,1.96000000,0.14000000,-0.13000000,0.17485949,,,,,,,,4422.00,43.62,-45.02,0.670000,0.700000,-0.0200,0.1800,-0.1720,3.9800,4.640000,553.21800000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-274 b","Kepler-274",1,"Published Confirmed",2014,"Transit",11.63478800000,0.1010000000,,,,1.54000000,0.84000000,-0.84000000,0.13700000,,,,,,,,6023.00,200.00,-200.00,1.007000,,,,,,4.440000,1333.62000000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-428 b","Kepler-428",1,"Published Confirmed",2014,"Transit",3.52563254000,0.0433000000,0.220000,1070.00,,12.11000000,0.34000000,-0.34000000,1.08000000,403.63000000,60.39000000,-60.39000000,1.27000000,"Mass",1.020000,"K1 V",5150.00,100.00,-100.00,0.800000,0.870000,0.0900,0.1700,-0.1700,5.0000,4.571000,686.28400000,"<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>","<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>","<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>"
"Kepler-1461 b","Kepler-1461",1,"Published Confirmed",2016,"Transit",29.34947750000,,,,,2.03000000,0.09000000,-0.16000000,0.18110447,,,,,,,,4919.00,49.81,-58.16,0.740000,0.790000,-0.0400,0.1740,-0.1740,3.2400,4.600000,679.10600000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1462 b","Kepler-1462",1,"Published Confirmed",2016,"Transit",65.64883410000,,,,,3.82000000,0.82000000,-0.39000000,0.34079757,,,,,,,,5756.00,144.59,-206.50,1.000000,1.000000,0.0600,0.1460,-0.1420,4.0700,4.450000,1017.82000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1463 b","Kepler-1463",1,"Published Confirmed",2016,"Transit",25.15864000000,,,,,1.86000000,0.33000000,-0.19000000,0.16593809,,,,,,,,5679.00,93.91,-125.80,0.950000,0.960000,0.0000,0.1470,-0.1910,4.7900,4.470000,1687.47000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1464 b","Kepler-1464",1,"Published Confirmed",2016,"Transit",31.77859010000,,,,,1.66000000,0.29000000,-0.16000000,0.14809528,,,,,,,,5828.00,112.18,-169.63,1.010000,1.020000,0.0300,0.1470,-0.1620,3.8900,4.440000,1151.73000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-274 c","Kepler-274",1,"Published Confirmed",2014,"Transit",33.19786100000,0.2040000000,,,,1.84000000,1.00000000,-1.00000000,0.16400000,,,,,,,,6023.00,200.00,-200.00,1.007000,,,,,,4.440000,1333.62000000,"<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-1464 c","Kepler-1464",1,"Published Confirmed",2016,"Transit",5.32786292000,,,,,1.00000000,0.22000000,-0.11000000,0.08921402,,,,,,,,5828.00,112.18,-169.63,1.010000,1.020000,0.0300,0.1470,-0.1620,3.8900,4.440000,1151.73000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1465 b","Kepler-1465",1,"Published Confirmed",2016,"Transit",31.82771110000,,,,,1.77000000,0.35000000,-0.19000000,0.15790882,,,,,,,,4726.00,60.73,-75.37,0.710000,0.750000,-0.0600,0.1740,-0.1750,3.7200,4.620000,359.49700000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1466 b","Kepler-1466",1,"Published Confirmed",2016,"Transit",31.17504480000,,,,,1.55000000,0.27000000,-0.17000000,0.13828174,,,,,,,,5884.00,144.58,-128.07,1.020000,1.010000,-0.0700,0.1490,-0.1960,3.8900,4.430000,631.94900000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1467 b","Kepler-1467",1,"Published Confirmed",2016,"Transit",47.05690430000,,,,,3.30000000,0.31000000,-0.25000000,0.29440628,,,,,,,,5332.00,179.19,-173.73,0.820000,0.860000,-0.0700,0.1590,-0.1870,4.3700,4.550000,852.88800000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1915 b","Kepler-1915",1,"Published Confirmed",2021,"Transit",13.83539963000,,,,,3.21798413,,,0.28708981,,,,,,,,6020.00,211.00,-211.00,1.057000,1.030000,-0.0600,0.2500,-0.3000,,4.403000,1514.66000000,"<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>"
"Kepler-1468 d","Kepler-1468",1,"Published Confirmed",2021,"Transit",19.59059906000,,,,,3.33187146,,,0.29725017,,,,,,,,5794.00,78.00,-78.00,1.496000,1.072000,0.1400,0.1500,-0.1500,,4.118000,1899.24000000,"<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>"
"Kepler-1468 b","Kepler-1468",1,"Published Confirmed",2016,"Transit",8.23984869000,,,,,1.73000000,0.41000000,-0.19000000,0.15434026,,,,,,,,5893.00,162.90,-197.95,1.050000,1.040000,0.0300,0.1400,-0.1640,3.5500,4.420000,1899.24000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1468 c","Kepler-1468",1,"Published Confirmed",2016,"Transit",3.54553021000,,,,,1.15000000,0.25000000,-0.13000000,0.10259613,,,,,,,,5893.00,162.90,-197.95,1.050000,1.040000,0.0300,0.1400,-0.1640,3.5500,4.420000,1899.24000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1469 b","Kepler-1469",1,"Published Confirmed",2016,"Transit",21.86353010000,,,,,2.80000000,0.37000000,-0.26000000,0.24979927,,,,,,,,5507.00,128.40,-170.81,0.890000,0.920000,0.0200,0.1400,-0.1710,4.4700,4.510000,1159.30000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-633 b","Kepler-633",1,"Published Confirmed",2016,"Transit",8.50340718000,,,,,1.63000000,0.31000000,-0.21000000,0.14541886,,,,,,,,5899.00,86.22,-91.57,1.150000,1.020000,-0.0500,0.1040,-0.1260,6.0300,4.320000,680.54000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-296 f","Kepler-296",1,"Published Confirmed",2014,"Transit",63.33627000000,0.2550000000,0.330000,,0.6200,1.80000000,0.31000000,-0.30000000,0.16058524,,,,,,,,3740.00,130.00,-130.00,0.480000,0.498000,-0.0800,0.2800,-0.3000,,4.774000,,"<a refstr=BARCLAY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809....7B/abstract target=ref>Barclay et al. 2015</a>","<a refstr=BARCLAY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809....7B/abstract target=ref>Barclay et al. 2015</a>","<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>"
"Kepler-1470 b","Kepler-1470",1,"Published Confirmed",2016,"Transit",16.29509030000,,,,,1.07000000,0.09000000,-0.08000000,0.09545901,,,,,,,,4961.00,84.41,-94.64,0.760000,0.800000,-0.0100,0.1440,-0.1600,4.5700,4.590000,590.60100000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1916 b","Kepler-1916",1,"Published Confirmed",2021,"Transit",31.25429916000,,,,,2.61757235,,,0.23352457,,,,,,,,6246.00,173.00,-260.00,1.092000,1.180000,0.0700,0.2500,-0.3000,,4.433000,2055.82000000,"<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>"
"Kepler-132 e","Kepler-132",1,"Published Confirmed",2016,"Transit",110.28693740000,,,,,1.18000000,0.16000000,-0.12000000,0.10527255,,,,,,,,6023.00,82.47,-66.42,1.100000,1.030000,-0.1300,0.1160,-0.1170,4.3700,4.370000,349.54900000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-880 c","Kepler-880",1,"Kepler Project Candidate (q1_q17_dr25_koi)",2023,"Transit",11.80617370000,0.1216000000,0.000000,1407.00,926.7200,2.87000000,0.58000000,-0.94000000,0.25604469,,,,,,,,6900.00,184.00,-204.00,2.599000,1.714000,0.0000,0.2500,-0.3000,,3.843000,601.32400000,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=VALIZADEGAN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...28V/abstract target=ref>Valizadegan et al. 2023</a>"
"Kepler-1471 c","Kepler-1471",1,"Kepler Project Candidate (q1_q17_dr25_koi)",2023,"Transit",11.60448810000,0.0981000000,0.000000,841.00,118.5000,1.88000000,0.28000000,-0.34000000,0.16772265,,,,,,,,5533.00,83.00,-74.00,1.166000,0.934000,0.1600,0.1500,-0.1500,,4.275000,978.67800000,"<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=VALIZADEGAN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...28V/abstract target=ref>Valizadegan et al. 2023</a>"
"Kepler-1471 b","Kepler-1471",1,"Published Confirmed",2016,"Transit",3.63899398000,,,,,1.41000000,0.20000000,-0.14000000,0.12579177,,,,,,,,5660.00,86.53,-104.98,0.930000,0.950000,-0.0300,0.1430,-0.1880,4.5700,4.480000,978.67800000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1472 b","Kepler-1472",1,"Published Confirmed",2016,"Transit",38.13128310000,,,,,1.90000000,0.76000000,-0.36000000,0.16950665,,,,,,,,6159.00,92.70,-114.64,1.250000,1.160000,0.0300,0.1290,-0.1470,3.0900,4.310000,1479.14000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1473 b","Kepler-1473",1,"Published Confirmed",2016,"Transit",14.42735510000,,,,,1.19000000,0.09000000,-0.08000000,0.10616469,,,,,,,,6046.00,77.17,-64.08,1.090000,1.090000,-0.0100,0.0920,-0.0970,2.6300,4.400000,652.25300000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1917 b","Kepler-1917",1,"Published Confirmed",2021,"Transit",12.90240002000,,,,,1.88971288,,,0.16858918,,,,,,,,5530.00,166.00,-166.00,0.788000,0.882000,-0.2200,0.3000,-0.3000,,4.586000,909.03700000,"<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>","<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>"
"Kepler-1474 b","Kepler-1474",1,"Published Confirmed",2016,"Transit",36.43334520000,,,,,2.16000000,0.44000000,-0.23000000,0.19270229,,,,,,,,5870.00,115.73,-173.32,1.040000,1.040000,0.0400,0.1470,-0.1640,3.8000,4.420000,1180.90000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-238 e","Kepler-238",1,"Published Confirmed",2013,"Transit",23.65400000000,,,,,5.60000000,2.37000000,-0.46000000,0.50000000,169.70000000,71.70000000,-69.10000000,0.53400000,"Mass",,,,,,0.960000,1.060000,,,,,4.490000,1798.75000000,"<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>","<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>"
"Kepler-1475 b","Kepler-1475",1,"Published Confirmed",2016,"Transit",82.17737400000,,,,,2.92000000,0.99000000,-0.46000000,0.26050495,,,,,,,,6214.00,192.71,-203.22,1.280000,1.180000,0.0300,0.1290,-0.1630,2.8200,4.290000,1568.38000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
"Kepler-1476 b","Kepler-1476",1,"Published Confirmed",2016,"Transit",10.35863224000,,,,,1.67000000,0.37000000,-0.13000000,0.14898742,,,,,,,,5663.00,68.09,-77.19,0.960000,0.980000,0.0600,0.1380,-0.1550,4.5700,4.470000,1002.74000000,"<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>","<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>"
